y,st_code_snd,st_code_rsv,date_depart_year,date_depart_month,date_depart_week,date_depart_day,date_depart_hour,fr_id,route_type,is_load,rod,common_ch,vidsobst,distance,snd_org_id,rsv_org_id,snd_roadid,rsv_roadid,snd_dp_id,rsv_dp_id
172.67648724432107,wagonwagonwagontutu:)wagon,wagondigitalnewyearrailway:)happy,2021,11,45,12,14,3399,4,1,2,11,102,930.0,1098,5476,13,13,78,75
7.039626080907752,railwaypgkhappyrailway:)railway,digitalhappynewyeardigital:)wagon,2021,4,15,17,16,2261,3,0,8,9,111,16.0,2974,6682,21,21,111,111
86.52605604505038,railwaytutupgkpgk:)digital,pgkdigitalrailway:):)happy,2021,5,17,2,7,1089,3,1,8,9,111,879.0,2082,10729,9,9,67,23
219.43243748032796,tuturailwaydigital2022:)digital,newyearnewyear20222022:)2022,2020,11,47,17,11,2261,4,0,8,975,103,8569.0,2974,10571,28,28,115,112
68.90672013556659,railwaytutupgkpgk:)digital,pgkhappyrailwayhack:)railway,2020,12,52,25,5,1666,4,1,8,9,101,656.0,2082,9225,9,9,67,16
52.47391196308589,hacknewyearrailway:)pgk,hackwagonhappy:)newyear,2021,5,21,28,11,2261,1,0,8,9,102,1021.0,6276,1316,23,23,10,67
193.40639774059173,happynewyearpgk:)railway,hackwagon:):)tutu,2022,1,2,14,11,2261,1,0,8,12,111,4480.0,2974,2324,6,6,59,111
10.43626900121285,tutuwagon2022hack:)pgk,newyearwagondigitalnewyear:)tutu,2021,11,44,5,22,2261,1,0,8,9,102,209.0,2974,1319,9,9,67,67
137.01007706080736,railwaytutupgkhappy:)newyear,digitalhappynewyeardigital:)wagon,2020,5,20,13,0,2261,4,0,2,11,101,1680.0,2974,2142,27,27,126,125
165.70598790170112,newyearrailwaypgknewyear:)hack,2022wagondigital:)digital,2020,10,43,19,11,714,3,1,8,975,103,3832.0,2942,14325,21,21,121,1
150.79882476395943,happy:)pgkrailway:)2022,wagonhackhacktutu:)happy,2021,6,24,16,10,1653,4,1,8,9,102,1676.0,1290,10890,32,32,29,70
5.639197619231965,digitalhappynewyeardigital:)wagon,railwaytutupgkhappy:)newyear,2022,3,12,24,23,618,1,1,8,12,111,276.0,1316,2082,9,9,67,67
199.11521305509365,railwaytutuwagonhappy:)tutu,20222022tutupgk:)hack,2021,3,12,28,7,100009,3,1,8,9,101,2827.0,11002,7548,9,9,66,104
20.3525118660355,tutudigital2022:):)railway,newyearnewyeartutu:):)2022,2020,9,36,2,14,2261,3,0,8,9,103,51.0,2974,2324,21,21,111,111
50.95631167924874,pgkwagonrailwayrailway:)railway,pgkwagonhackpgk:)happy,2022,2,8,23,12,2261,4,0,8,9,102,76.0,2974,10910,30,30,22,22
0.2863090025901016,wagonpgkhappy:):)newyear,wagonhackhappywagon:)newyear,2021,10,40,10,16,2261,1,0,5,0,102,276.0,2974,1316,9,9,67,67
313.4262625267552,tutunewyearwagonhack:)happy,newyearwagondigitaltutu:)pgk,2022,2,5,4,4,2261,4,0,9,2,111,2641.0,2974,3176,0,0,4,75
21.87674647012075,railwaytutupgkdigital:)hack,railwaytutupgkpgk:)digital,2022,2,7,14,7,1481,3,1,9,2,102,15.0,1426,2082,9,9,67,67
158.2523033438634,tutunewyearrailway2022:)pgk,newyearwagonpgkdigital:)tutu,2021,5,19,11,16,2261,3,0,8,975,111,3626.0,2974,5314,32,32,29,111
64.07438632346368,hacktutuhappyhappy:)2022,pgkhackpgkrailway:)newyear,2020,12,50,10,5,2261,3,0,8,9,103,270.0,2974,3813,30,30,16,19
20.73126661322317,2022wagonhackwagon:)pgk,2022wagonpgkdigital:)newyear,2020,11,45,2,4,792,3,1,10,18,103,123.0,1260,1866,18,18,101,101
12.364420539612837,hackhappy:)wagon:)tutu,hackdigital:)digital:)happy,2021,9,39,30,23,2261,1,0,8,9,102,304.0,2974,1316,9,9,67,67
114.7219799034434,newyeardigitalhappypgk:):),newyearwagonpgkhack:)newyear,2021,4,13,4,15,2261,3,0,2,26,102,1091.0,2974,1416,32,32,30,123
76.03122242775565,wagondigitalrailwaynewyear:)wagon,wagonpgkrailwayhack:)2022,2021,3,12,28,9,1612,4,1,8,9,103,409.0,9820,9067,11,11,75,71
7.504033952000299,wagonhackhappyhappy:)2022,wagonpgkrailwayhack:)2022,2021,11,45,10,21,2261,3,0,8,9,102,40.0,2974,6682,21,21,111,111
336.3555820182828,newyearwagondigitaltutu:)pgk,tutunewyearrailway2022:)pgk,2021,10,42,22,13,717,1,1,8,9,102,5900.0,11480,1663,21,21,111,117
32.241610748445424,pgk2022newyear:)pgk,pgknewyearhack:):),2021,9,38,26,9,620,3,1,8,12,102,393.0,2135,11453,0,0,3,3
380.8537208512516,newyearwagonpgkhack:)newyear,hacknewyearrailway:)pgk,2020,5,22,29,22,725,1,1,8,9,101,4820.0,6682,1658,21,21,111,4
153.6988629539469,happy:)pgkwagon:):),20222022happy:):)newyear,2021,3,9,2,15,2261,3,0,8,975,101,1583.0,2974,1321,32,32,29,104
93.33256688944964,happy:)pgkwagon:):),pgknewyeartutudigital:)wagon,2020,7,27,2,14,2261,3,0,8,9,103,1886.0,2974,3107,32,32,29,31
209.2256298160662,happyrailwaytutu:)pgk,newyearwagonhappypgk:)digital,2020,12,51,20,2,2261,3,0,8,975,103,4060.0,2974,4933,0,0,1,111
393.8997251718624,tutunewyear2022pgk:)2022,pgkpgk:)railway:)digital,2020,6,25,16,7,2261,4,0,2,10,103,9237.0,2974,8891,29,29,117,17
71.88329502169191,2022tutu2022happy:)happy,2022newyeardigitalrailway:):),2020,6,24,12,0,2261,4,0,8,12,103,945.0,2974,15333,18,18,105,102
1.3280064539827094,newyearwagondigital2022:)railway,newyearwagondigitalwagon:)hack,2020,12,52,24,3,728,3,1,8,9,101,10.0,4019,4019,21,21,111,111
299.2772249932632,pgktutu:):):)tutu,tutudigitalhappy:)tutu,2020,12,52,25,14,368,4,1,2,11,101,1894.0,2150,1098,32,32,30,7
13.977837297312789,railwaypgkrailwayrailway:):),digitalhappynewyeardigital:)wagon,2022,3,11,14,14,2261,1,0,8,9,102,204.0,2974,2648,21,21,110,111
127.27731485427832,railwaytutupgkhack:):),railwaytutupgkdigital:)hack,2022,4,15,12,10,2261,4,0,2,11,102,1102.0,1098,16305,13,13,84,106
38.09136902794344,railwaytutupgkhack:):),railwaytutupgkdigital:)hack,2021,6,26,28,22,100056,4,0,2,11,102,136.0,2974,9307,28,28,115,115
5.685485719485612,happy:)pgkrailway:)2022,pgknewyeartutudigital:)wagon,2022,3,11,19,13,2261,3,0,8,9,111,5.0,2974,1356,32,32,29,29
9.641012627104345,newyearwagon:):):)tutu,newyearwagonhappy:):)2022,2022,4,16,23,16,2261,1,0,5,0,102,276.0,2974,1316,9,9,67,67
118.7143747651787,tutuhackhappydigital:)happy,tutupgkdigitalrailway:)hack,2022,3,12,25,18,2261,4,0,2,26,102,317.0,2974,1416,32,32,31,123
259.2833410697131,tutunewyearpgkpgk:)wagon,newyearrailwayhackpgk:)2022,2021,10,41,15,17,2524,4,1,2,10,102,5936.0,12450,14848,29,29,117,121
0.5569547750277195,pgktutu:)tutu:)hack,2022wagon2022:):)2022,2020,8,33,12,10,100057,3,0,10,18,103,5.0,2974,2974,11,11,73,73
112.49898198547228,2022tutu2022happy:)happy,2022tuturailwaydigital:)hack,2021,6,25,26,15,1612,4,1,8,12,102,986.0,2079,11635,18,18,105,102
12.064264518745787,2022newyearhackdigital:)tutu,2022newyearpgkhappy:)newyear,2020,8,31,2,11,1597,3,1,8,9,103,72.0,2957,2957,18,18,102,102
117.72087688643035,tutudigital:):):)wagon,tutuhappypgkpgk:)2022,2020,7,29,19,21,2261,4,0,10,18,103,1044.0,2974,2749,28,28,113,131
1.7342155888622273,wagonpgkrailwaywagon:)railway,wagonpgkwagonnewyear:)railway,2021,9,36,10,19,2261,3,0,8,9,102,486.0,6817,2135,0,0,3,3
13.192624511655126,2022wagontutudigital:)2022,2022wagon2022:):)2022,2021,3,13,30,5,100056,3,0,9,2,101,17.0,2974,8852,9,9,67,67
37.149034217592785,happy:)pgkwagon:):),newyearwagonhappytutu:)2022,2022,4,14,10,10,2261,3,0,8,9,102,302.0,2974,6682,21,21,121,111
127.25485219846033,newyear2022hackhappy:)digital,pgkhackhacktutu:)happy,2020,10,43,25,23,743,1,1,8,12,101,3667.0,1310,3054,21,21,111,19
139.14078250161356,2022newyearpgkhappy:)newyear,newyearwagondigitalhack:)happy,2021,12,49,11,18,1661,4,1,8,9,102,2102.0,2957,9967,18,18,102,111
14.141808291741881,railwaytutupgkpgk:)digital,railwaynewyearhappypgk:)railway,2021,5,20,19,23,2261,1,0,8,975,102,209.0,2974,1319,9,9,67,67
72.20434301301012,railwaynewyearrailwayhack:)2022,railwaynewyearhappypgk:)railway,2020,11,46,12,5,100056,3,0,8,9,101,314.0,2974,8438,9,9,66,66
15.001201899064966,railwaytutupgkhappy:)newyear,digitalhappynewyeardigital:)wagon,2022,1,1,6,14,2261,1,0,8,975,102,276.0,2974,1316,9,9,67,67
79.48266860972699,happy:)pgkrailway:)2022,happyhackwagon2022:)2022,2020,8,35,27,19,2261,4,0,8,9,101,535.0,2974,13295,32,32,29,28
371.34395127908493,pgknewyeardigital:):)newyear,railwaydigitalnewyear:):)digital,2020,12,49,4,6,345,4,1,7,35,101,3525.0,11537,1098,32,32,123,60
70.88596291733376,newyearnewyearhappynewyear:)tutu,newyeartutu:)hack:)newyear,2021,7,28,16,0,2261,3,0,8,9,102,1215.0,2974,1316,6,6,59,67
7.540981031044893,2022newyear:)newyear:):),20222022:):):)railway,2021,9,38,23,8,2261,3,0,8,9,102,5.0,2974,1260,18,18,101,101
15.19200228277117,railwaytutupgkhappy:)newyear,digitalhappynewyeardigital:)wagon,2020,9,39,22,11,2261,1,0,8,9,103,276.0,2974,1316,9,9,67,67
3.013727706040342,railwaytutupgkpgk:)digital,railwaytutupgkhack:):),2020,12,49,6,3,100056,3,0,8,975,103,4.0,2974,8797,9,9,67,67
158.85426567688842,railwayhappydigitalwagon:)happy,railwayrailwayhappyhack:)wagon,2020,6,26,25,12,2340,3,1,2,19,101,1235.0,3123,17401,6,6,135,63
10.879853374356628,railwaytutupgkdigital:)hack,railwaytutupgkpgk:)digital,2021,11,47,25,23,1130,3,1,8,975,111,15.0,2082,2082,9,9,67,67
36.98994351685309,wagonhappytutudigital:):),wagonhappy:)pgk:)tutu,2020,6,23,4,3,792,3,1,10,18,103,363.0,2749,3196,11,11,73,72
1.3026955190324117,railwaytutupgkhappy:)newyear,railwaytutupgkdigital:)hack,2021,11,45,8,17,2261,3,0,8,9,102,7.0,2974,2082,9,9,67,67
53.075710090004335,wagondigital:)digital:)newyear,wagonrailwayrailwaypgk:)wagon,2022,4,17,25,20,100056,3,0,8,12,102,187.0,2974,1319,9,9,68,67
54.02542974687616,happy:)pgkrailway:)2022,newyearwagonpgkwagon:)wagon,2021,9,37,16,21,2261,4,0,8,9,111,262.0,2974,1311,0,0,4,4
146.3349751520866,railwayhappyrailway:)wagon,railwaytutupgkpgk:)digital,2021,11,48,30,4,1524,4,1,2,19,102,1176.0,1323,2082,0,0,0,67
15.4176439081685,2022happywagondigital:)happy,wagonnewyeardigital:):)hack,2022,2,8,22,11,2261,3,0,8,9,102,188.0,2974,4387,28,28,115,115
30.62858836540795,hacknewyearrailway:):)railway,hacknewyearhappyrailway:)pgk,2020,8,35,26,15,1612,4,1,8,9,101,168.0,9413,7986,30,30,22,18
50.19266964945506,railwaytutupgkpgk:)digital,railwaytutupgkhack:):),2021,12,52,29,8,100056,4,0,8,9,111,332.0,2974,6145,21,21,111,111
353.4742365270885,tutupgkdigitalrailway:)hack,railwaypgkhack:):)hack,2022,3,11,17,12,1677,4,1,8,9,102,5581.0,2129,1661,27,27,125,59
54.883726525964995,pgk2022newyear:)pgk,happy:)pgkrailway:)2022,2020,5,22,30,15,618,1,1,8,9,103,1119.0,2135,1290,0,0,3,29
236.75948185740498,railwayhackhackrailway:)newyear,2022tutu2022:):)pgk,2021,5,18,3,4,1642,4,1,8,9,205,3544.0,1305,8730,6,6,56,105
13.286991447908363,railwaytutupgkpgk:)digital,railwaytutupgkdigital:)hack,2021,12,51,22,16,2261,3,0,8,9,102,112.0,2974,1311,0,0,4,4
10.479515411845071,2022newyearhackdigital:)tutu,2022newyearpgkhappy:)newyear,2020,10,44,30,9,1597,3,1,8,9,103,72.0,2957,2957,18,18,102,102
10.78542675089065,happy:)pgkwagon:):),happy:):)hack:)2022,2021,8,34,25,9,2261,3,0,8,9,111,188.0,2974,4387,28,28,115,115
8.305105985212435,2022tuturailwaydigital:)hack,2022newyear:)2022:)2022,2020,8,31,2,3,2261,1,0,5,0,101,276.0,2974,1316,9,9,67,67
85.65828352064324,newyear2022hackhack:)2022,newyearnewyearnewyear:):)digital,2020,6,25,19,7,1481,4,1,2,19,101,663.0,3276,10709,21,21,111,112
288.3593435453629,newyearhack2022hack:)pgk,tutu2022:):):)hack,2020,8,33,11,9,1029,4,1,2,10,101,6946.0,13813,2897,20,20,106,116
37.293526546636386,railwaytutupgkhappy:)newyear,digitalhappynewyeardigital:)wagon,2021,2,5,7,5,2261,3,0,8,9,101,189.0,2974,2657,0,0,1,2
49.37741325446635,railwaytutupgkhack:):),railwaytutupgkdigital:)hack,2021,2,7,20,14,2261,3,0,8,9,101,368.0,2974,1312,0,0,4,4
74.48880467708773,2022tutuwagonpgk:)2022,2022tutudigitaldigital:)tutu,2020,12,50,11,20,2261,3,0,8,9,101,574.0,2974,3790,18,18,103,102
111.1683878961438,hacknewyearnewyearwagon:)hack,wagonhappyrailwaywagon:)2022,2020,8,34,23,10,100057,4,0,10,18,103,1095.0,2974,2974,30,30,18,73
184.2031070211043,railwaynewyear2022tutu:)hack,railwayhappywagon2022:)pgk,2020,9,36,3,0,1063,3,1,9,2,101,800.0,10130,13337,6,6,56,57
43.49472793654683,happyrailwaytutu:)pgk,happypgkdigital:)wagon,2021,9,38,21,14,100056,4,0,8,975,102,171.0,2974,7377,21,21,110,111
395.6088075958794,tutudigital2022:):)railway,2022tutunewyear:):)railway,2021,4,15,12,23,1642,4,1,8,9,205,5431.0,1098,13927,28,28,134,105
250.76046323927426,newyear2022hackhappy:)digital,tutunewyear:)pgk:):),2020,12,53,29,18,743,3,1,8,9,101,5803.0,1310,1662,21,21,111,117
27.933992259874046,tutunewyear:)tutu:)wagon,newyearwagonpgkdigital:)tutu,2021,4,16,19,2,2261,4,0,8,9,102,85.0,2974,9408,30,30,17,17
55.17238506746142,tutudigitalwagonnewyear:)hack,tutudigitalhackrailway:)2022,2021,6,26,28,18,2261,4,0,8,9,102,383.0,1098,1098,23,23,14,10
72.99767623594119,newyearhack2022happy:)digital,newyearhackhackhack:)wagon,2021,5,21,26,3,1047,3,1,8,9,102,893.0,6733,5907,20,20,106,108
16.69455635628104,railwaytutupgkhappy:)newyear,digitalhappynewyeardigital:)wagon,2020,12,51,18,22,2261,1,0,8,12,103,276.0,2974,1316,9,9,67,67
101.81713313790463,railwaytutupgkpgk:)digital,wagonhackhappynewyear:)railway,2021,8,32,10,9,750,4,1,8,9,102,471.0,2082,14145,9,9,67,70
139.46064976892768,newyearrailwaypgk2022:)newyear,2022wagondigital:)digital,2020,6,23,1,10,714,1,1,8,9,103,3840.0,2942,3110,21,21,121,1
346.277144229757,railwayhappy:)pgk:)newyear,2022pgkpgkrailway:)digital,2021,11,47,27,16,3505,4,1,2,26,102,3347.0,8546,1098,6,6,135,92
60.056746619434314,hackhappyrailwayhappy:)hack,hackwagonnewyearhack:)newyear,2022,3,12,21,14,2261,4,0,9,2,102,116.0,2974,9492,9,9,67,67
14.941953221458817,hacktutudigitalrailway:)2022,pgkhappy:):):)newyear,2020,5,21,22,0,100056,4,0,8,9,101,97.0,2974,5819,30,30,16,16
69.45576263979845,pgkpgk2022tutu:)newyear,digitalhappynewyeardigital:)wagon,2020,7,27,4,2,2261,3,0,8,9,101,478.0,2974,1316,30,30,19,67
134.43784492791744,wagonhappypgk:):)2022,wagonhappynewyearrailway:)hack,2021,12,49,10,10,2261,4,0,7,35,102,511.0,1098,1098,13,13,81,84
141.65964497436704,railwaytutupgkpgk:)digital,pgkhappynewyearwagon:)hack,2021,4,14,5,5,1666,3,1,7,35,205,667.0,2082,14495,9,9,67,18
76.85414927126868,wagonhackwagonrailway:)pgk,railwaydigitalpgknewyear:)2022,2022,4,15,13,19,100059,3,0,8,975,102,846.0,2974,2135,0,0,5,3
